state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,special_plan,old_account
11,-0.0016276438241808445,0,0,-0.5917598578997325,-1.9992042151914826,1.1245028401090709,-1.9995913218839372,0.2153512629373445,-1.3611850597008242,0.21495479048885438,0.6946917384846226,-1.3854729158414596,0.6946399727133303,0.12993608263141238,-0.6011950896927287,0.1266069603557899,1.0926409279808003,0,0,1
26,0.9025285005083585,0,0,-0.5917598578997325,0.8047288295747773,-0.719405502799046,0.8044562811051728,0.8641866446162078,1.9521284341121705,0.8646036078878477,-2.1095496884492584,-0.9765935596931843,-2.1091007308719254,-0.2641284882607613,1.0242628165703942,-0.25818217799938326,-1.1882184955849664,0,0,1
35,0.04860325308318245,0,1,1.5271455501544442,2.1102929388274365,-0.2708872572268014,2.1103474798778366,0.7162758433216341,0.24526996760244604,0.7161124496252212,1.966290636593569,1.374462738159399,1.9646729873467774,1.2404816915093566,0.6178983400046135,1.2411686024880157,-0.4279320210630441,0,0,1
32,-0.051858540731544146,0,0,-0.5917598578997325,0.6798647516153109,1.1245028401090709,0.6802399966892455,-1.4708318718207953,-0.6081592656524162,-1.471811960400677,0.39014083598263544,-0.9254836401746498,0.39141409724721343,1.9569627294951273,-1.0075595662585095,1.9576725152873036,-0.4279320210630441,0,0,0
40,0.17418049535159072,0,0,-0.5917598578997325,0.3236348821427146,-1.1180883877521524,0.3237932674957148,-1.518163328235059,0.044463089189537286,-1.5182154473577483,0.07174671063964902,0.35226434778871063,0.07060991015987202,-0.9089614224479547,-0.194830613126948,-0.9083431359098477,0.3323544534588781,0,0,1
12,0.40021953143472555,0,0,-0.5917598578997325,0.8579796863516088,-0.7692408634181843,0.8584633612860109,-1.1710659811971262,-1.61219365771696,-1.1701892951797157,0.4376033142946335,-0.5166042840263745,0.4397544542055797,-1.195553837642263,0.21153386343883274,-1.2002521374206687,-0.4279320210630441,0,0,1
28,-0.9560146850640836,0,1,1.7463426613324626,0.7184257168674991,1.174338200728209,0.7180449528158322,0.2626827193516082,1.24930435966699,0.2636784517937783,1.1752493313936025,1.016693301529658,1.1736489643916899,0.9538892763150488,-0.6011950896927287,0.9492596009771945,-0.4279320210630441,0,0,0
18,-0.17743578299995239,0,0,-0.5917598578997325,-0.40902345764886233,-0.17121653598852482,-0.40854273975644895,0.46384140911222815,0.5966820048250364,0.4632134457091835,2.17393897920856,0.3011544282701762,2.1756127268014676,0.30905634212785504,0.6178983400046135,0.3123672340444943,-1.1882184955849664,0,0,0
24,0.9276439489620402,0,0,-0.5917598578997325,-1.6650091830058513,0.825490676394241,-1.6647474247627416,-1.4629432957517516,-2.716631488987958,-1.462531263009263,-0.20511774618033926,-1.4876927548785284,-0.20624849787440835,-0.12083228066360707,-0.194830613126948,-0.12549626822173723,0.3323544534588781,0,0,1
43,0.6764894644252237,0,1,2.5500654023185296,-0.036267460211042345,-0.02171045413110995,-0.03589388650866666,-1.0586537722132499,-0.557957546049189,-1.0588209264827453,-0.13194642544934257,-0.41438444498930566,-0.13154067348420562,0.5956487573221635,-1.4139240428242903,0.5910076445775506,-1.1882184955849664,0,0,1
2,0.29975773761999897,0,1,2.2578025874145053,0.5513282007746834,-1.1679237483712908,0.5517031458588512,-0.7273335773134053,-0.5077558264459618,-0.7270359947396876,-0.8142195511843137,-0.005505088841030316,-0.8127002488066424,-0.44324874775720396,-0.194830613126948,-0.44394245168808705,-0.4279320210630441,0,0,1
43,0.9778748458694035,0,0,-0.5917598578997325,-1.589723488942055,0.4268077914411347,-1.5902176541131852,-0.0666653315309762,0.7974888832379452,-0.06578630560142541,0.37432000987863645,-0.31216460595223683,0.3738357856259896,0.09411203073212399,-1.0075595662585095,0.10006977840026068,-0.4279320210630441,0,0,1
21,0.023487804629500807,0,0,-0.5917598578997325,0.887359469400895,-0.719405502799046,0.8876271845836636,-0.8870772427115448,-0.15634378922337147,-0.8871280247415825,0.5345058741816295,1.2211329796037957,0.536435168122313,0.12993608263141238,1.8369917697019558,0.1266069603557899,-0.4279320210630441,0,0,1
28,0.17418049535159072,0,0,-0.5917598578997325,-1.233493619469459,-0.719405502799046,-1.233770924919654,-1.6976284338058083,0.044463089189537286,-1.6968688721424716,-0.4562733605813284,0.9655833820111236,-0.456739438476853,-1.0880816819443975,0.6178983400046135,-1.0941034095985522,1.0926409279808003,0,0,1
8,-1.0313610304251284,0,0,-0.5917598578997325,0.5054222897601736,-1.1679237483712908,0.5052570569033306,0.13646550224690518,0.24526996760244604,0.13606886266183368,-1.8326852316292703,-0.5677142035449089,-1.8322423228376448,0.9538892763150488,0.21153386343883274,0.9492596009771945,-0.4279320210630441,0,0,0
23,-0.1272048860925891,0,0,-0.5917598578997325,0.5201121812848164,-0.370557978465078,0.5203790393539652,-0.23232542898089883,0.3456734068089004,-0.23283885864688159,1.5569267611525865,-0.5166042840263745,1.5559772421533153,-1.0164335781458202,-1.0075595662585095,-1.0144918637319646,-0.4279320210630441,0,0,0
16,1.9322618871093062,0,1,1.0156856240724015,-1.229821146588298,-1.7161127151818119,-1.229450358505187,0.6235850745103676,-0.005738630413689906,0.6233054757110787,-0.12008080587134264,0.9655833820111236,-0.11835693976828777,1.4554260029050883,-0.6011950896927287,1.4534660581322487,-0.4279320210630441,0,0,1
23,-0.6546293036199038,0,0,-0.5917598578997325,0.8359448490646443,1.174338200728209,0.8357803876100588,0.5328664497163625,-0.9595713028750066,0.5328186761447902,1.0565931356136076,0.3011544282701762,1.054995360948426,0.524000653523586,-0.6011950896927287,0.5246646896887279,-0.4279320210630441,0,0,0
27,0.12394959844422741,0,1,1.23488273525042,-0.19051132121979547,0.2274663489645815,-0.19035413582586339,0.7793844518739853,0.39587512641212763,0.778757157017267,-0.8201523609733131,0.7100337844184516,-0.8214894046172547,1.312129795307934,0.21153386343883274,1.3075115573768383,1.8529274025027227,0,0,1
11,1.4299529180356731,0,0,-0.5917598578997325,0.24834918807891856,1.0248321188707943,0.24818335524254126,0.14040979028142694,-0.15634378922337147,0.1407092113575407,0.5384610807076291,-0.056615008359564734,0.536435168122313,-1.1239057338436862,1.8369917697019558,-1.1206405915540814,-0.4279320210630441,0,0,1
33,0.24952684071263564,0,1,1.9655397725104808,-0.341082709347388,2.0713746918726983,-0.3415739603322101,-0.8259407781764544,0.19506824799921885,-0.8268034916973902,-0.6520560836183202,-0.10772492787809915,-0.6501008663103192,1.598722210502242,0.21153386343883274,1.5994205588876595,-0.4279320210630441,0,0,1
5,0.023487804629500807,0,0,-0.5917598578997325,-1.5456538143681258,-0.6197347815607694,-1.5459318483648978,-0.6583085367092709,0.29547168720567324,-0.6574307643040809,-0.466161376896328,-0.2610546864337024,-0.4655285942874649,-0.15665633256289546,-1.0075595662585095,-0.15203345017726644,1.0926409279808003,0,0,1
42,-0.2276666799073157,0,1,1.23488273525042,-1.8357791719798278,-0.07154581475024824,-1.8354097981341897,2.2210217284917637,0.9982957616508539,2.221905601382175,-1.2927995408302932,0.19893458923310736,-1.2917092404850017,-0.33577659205933813,1.430627293136175,-0.33779372386597084,0.3323544534588781,0,0,0
8,-1.4834391025913982,0,1,1.6732769576064566,-0.16480401105166986,0.028124906488028345,-0.1644307373390613,0.6393622266484557,0.19506824799921885,0.6395466961460536,-0.5274670780493258,1.0678032210481925,-0.5270526849617497,0.2732322902285666,-0.6011950896927287,0.2725614611112008,0.3323544534588781,0,0,0
35,-0.8053219943419937,0,0,-0.5917598578997325,0.9075580702472792,0.5264785126794113,0.9070697334487653,-0.7036678491062731,0.19506824799921885,-0.7038342512611517,0.6768933091176232,-1.0277034792117186,0.6770616610921065,-1.804562719930168,0.21153386343883274,-1.81060732239784,-0.4279320210630441,0,0,0
37,0.40021953143472555,0,1,2.1847368836884993,1.460265238861978,-0.3207226178459397,1.4601022345005465,0.8799637967542953,-1.4615884989072785,0.8808448283228227,1.353233625063595,1.27224289912233,1.353826658509237,-0.37160064395862713,-1.4139240428242903,-0.37759949679926436,1.0926409279808003,0,0,1
29,-0.629513855166222,0,1,2.4039339948665175,0.6027428211109341,0.476643152060273,0.6024698012288389,-0.5577291918289609,-0.15634378922337147,-0.5576632673463783,-0.2881770832263355,-1.1299233182487876,-0.289745478075223,-0.049184176865030266,0.21153386343883274,-0.04588472235514963,-1.1882184955849664,0,0,0
13,-0.7299756489809487,1,0,-0.5917598578997325,-1.4464970465767844,0.476643152060273,-1.4465588208321558,0.7695237317876804,-1.5117902185105057,0.7694764596258522,2.622854919909541,0.25004450875164175,2.623859673142684,0.30905634212785504,0.6178983400046135,0.3123672340444943,-1.1882184955849664,0,0,0
50,0.34998863452736223,1,1,-0.15336563554369595,-0.7285285983098508,1.2241735613473474,-0.7282646544270102,-0.8496065063835859,-0.005738630413689906,-0.8500052351759256,0.9596905757266115,-0.20994476691516797,0.9583146470316936,-0.049184176865030266,-0.6011950896927287,-0.04588472235514963,-0.4279320210630441,0,0,1
20,-0.8304374427956753,0,0,-0.5917598578997325,-0.5393962449300701,0.2773017095837198,-0.5392398737940771,-0.039055315289322344,1.550514677286353,-0.03794421342718258,-1.8030211826842715,0.14782466971457295,-1.8014802775005023,0.7389449649193177,-0.6011950896927287,0.7369621453329609,1.0926409279808003,0,0,0
50,-1.0313610304251284,1,1,2.111671179962493,0.1859171490991851,1.2241735613473474,0.18553514223276932,-1.7863749145825525,0.3456734068089004,-1.7873556717087598,0.1943581129456436,0.7611437039369859,0.19365809150844177,-0.4074246958579156,0.21153386343883274,-0.40413667875479353,1.0926409279808003,0,0,0
3,-0.10208943763890745,0,0,-0.5917598578997325,-1.4501695194579451,-1.3174298302287055,-1.4497992456430062,0.6472508027174997,-0.6081592656524162,0.6465072191896146,0.15480604768564526,-1.078813398730253,0.15410689036068742,0.846417120617183,-0.6011950896927287,0.8431108731550777,0.3323544534588781,0,0,0
12,-0.2276666799073157,0,0,-0.5917598578997325,-0.7652533271214587,1.5231857250621772,-0.76498946894998,-0.4985648713111314,1.3999095184766714,-0.49965890865003953,-0.1616104743943413,0.9655833820111236,-0.16230271882134806,-0.08500822876431867,-0.6011950896927287,-0.08569049528844314,1.0926409279808003,0,0,0
46,1.9322618871093062,0,0,-0.5917598578997325,-0.0013789678400152982,0.5763138732985496,-0.0013293551929302904,1.4913284421052004,-0.4575541068427346,1.4910506818083071,-0.616459224884322,0.0456048306775041,-0.6149442430678708,-0.049184176865030266,1.0242628165703942,-0.04588472235514963,1.0926409279808003,0,0,1
16,-0.27789757681467897,0,1,1.6002112538804505,0.21162445926731072,0.17763098834544322,0.2114585407195718,1.106760358739309,0.4460768460153548,1.1059017400646176,-0.45825096384432873,-0.5677142035449089,-0.456739438476853,0.2732322902285666,-1.4139240428242903,0.2725614611112008,-0.4279320210630441,0,0,0
25,-0.7299756489809487,0,0,-0.5917598578997325,-0.2107099220661797,-1.217759108990429,-0.210876826294582,0.2252119830236494,1.299506079270217,0.22423548788026837,-0.013290229669347606,1.630012335752071,-0.012887070040942613,0.6314728092214519,-0.6011950896927287,0.6308134175108446,0.3323544534588781,0,0,0
4,-0.7048602005272671,0,0,-0.5917598578997325,-0.7744345093243606,0.6261492339176878,-0.7747107433825309,-0.41967911062069213,-1.2607816204943696,-0.4207729808230189,-0.5551535237313242,-1.4876927548785284,-0.5534201523935859,0.1657601345307008,-1.0075595662585095,0.16641273328908399,-0.4279320210630441,1,0,0
